amfi_code,cagr,volatility,sharpe_ratio,beta,alpha,var_95
119551,0.2477256161793966,0.13741434141879644,1.2446528713667202,0.2270645485649617,0.1574252331103203,-0.012846228628842571
119552,0.2067704837427602,0.13939367612717501,0.9891491298286872,0.5620619217845025,0.10419690329917353,-0.013500970479935082
119598,0.310956642373736,0.25140578624384674,0.9651964234751246,2.1289570892858634,0.11506810078147306,-0.0245070519056771
119599,0.01980032242102303,0.24950125122855862,-0.037146646167237514,1.3033114571044238,-0.08737526377194915,-0.02685943514961382
119120,0.05672188795478972,0.039670623690338705,-0.1005375396046613,0.022875210848266214,-0.005359292555068472,-0.003938283121850805
100016,0.02541247901047594,0.14548134802183876,-0.16714840059316974,2.6805764211483547,-0.1849632479280789,-0.014363639988111142
125497,0.18276505948757582,0.14668866752399518,0.8098760458433806,3.7826069460278875,-0.10789104850352052,-0.014591769071140459
100033,0.2889938363919462,0.18936710835214166,1.120102484097127,0.8836209414931645,0.159155386842661,-0.019033535861558825
125498,0.10874958686292713,0.18352430087335778,0.3278562694814518,1.1856981956911021,-0.0108890031427291,-0.018365320169601018
100025,0.04294835392228946,0.039052455281001604,-0.43906186984649176,0.04165037816520995,-0.01964254076554236,-0.003793246199522682
120503,0.1805376677189634,0.1388443751311979,0.8339844002703709,0.5815452449469051,0.08094218210356613,-0.01355001716250348
120504,0.22372037579730364,0.14363780566736659,1.0613340619103409,0.3142959908172966,0.13361201575129325,-0.013728193295939772
120505,0.31481115319403674,0.19290949406318195,1.2060200878857326,2.127729796218365,0.10513841140806332,-0.01889178619869274
120506,0.16424007349244585,0.15230516379673067,0.6817076033555913,1.5607933384429824,0.010289634480784543,-0.014388462899080912
120507,0.06968969623013832,0.0049391262595120155,1.5080481923792746,0.002951861927281902,0.007271536081889116,-0.00022157351389344714
118632,0.23093815872659618,0.14148352294996655,1.1169989835557548,0.4155570786002583,0.13313271972400356,-0.013954045870018117
118633,0.15646763057250324,0.13997213649186155,0.6809288334603569,0.2690535570431287,0.07918675135722604,-0.013442525143024242
118634,0.15741939944838035,0.2524152094634046,0.46824264092696366,1.6699866170596511,0.01810968475083513,-0.025438111458963106
118635,0.1534278656877741,0.12983158874316306,0.7033684274578705,0.8929198511845605,0.03780697745184722,-0.012553697284754662
118636,0.05121284370964796,0.039855381553882616,-0.23117593499643227,0.038485492664942424,-0.011520031028071573,-0.003804146068944347
120841,0.13016300746880094,0.13463795800784448,0.5314091676407545,1.3655011286124816,-0.010286295308082005,-0.013141782186804063
120842,0.06453456071586094,0.17894715006571874,0.10394105861162892,0.5600296046881416,-0.014962477677899058,-0.01821853045255608
120843,0.2964834751553347,0.1588698652360926,1.3382162691672514,0.8754548539204762,0.1601364482926699,-0.014507941385630474
120844,0.0665902917581922,0.005133170487371137,0.8853095780498028,0.010493211374621085,0.00391558946966801,-0.00028479272823556107
119092,0.06132601469068821,0.13950661341123835,0.06662544573170219,0.7169768974007672,-0.033673555518704656,-0.013749592076363814
119093,0.0760363867836038,0.13983295593638856,0.16537144785822117,0.4503668853797251,-0.0038659962180556534,-0.014225516634796053
119094,0.27075969436673986,0.1940711742333472,1.023994730602256,0.8371008847827648,0.14856061349074193,-0.018480276243938307
119095,0.014665053142173479,0.2506658023260044,-0.05602669388397618,0.8437321863367064,-0.06460863470072638,-0.02618842440959035
101206,0.2260478728480142,0.14568212847454326,1.0615346276281645,1.7962878555176645,0.04699554288836108,-0.013281661986281489
101207,0.07643258410637976,0.2579732221707774,0.1820426258912979,0.798053544189871,-0.0008650261741283694,-0.026021248221061066
101208,0.06268273663284529,0.005064371352310742,0.17172200172214144,-0.0011213106585070871,0.0009368638528984494,-0.0002686575130400159
102885,0.17523902033263883,0.1283662839786056,0.8560503753091656,0.2513044385920695,0.09482739353745528,-0.01261262882069356
102886,0.011294595778247984,0.18134576297311303,-0.17825996836323438,0.47658418967646654,-0.06088826104759623,-0.01922028344426503
102887,0.1619032513637435,0.15758366917912994,0.651246766247274,1.3619832727447567,0.021002538681146765,-0.015231617279157872
148567,0.29711989696020824,0.1419370675462035,1.4835180500021583,0.3616422699714876,0.18889307104071962,-0.01355977641751056
148568,0.21627249243585345,0.15429144469823297,0.9586935505263745,0.8944871033626819,0.09431182494645096,-0.014711531333512795
148569,0.3064321514596229,0.17674006691346694,1.2632201587776628,0.6928206800891582,0.18174104562010196,-0.017118192655621135
149322,0.12882957123240346,0.14353859818510503,0.4988712852981583,2.0188733188990384,-0.04938328719819449,-0.014473851983792741
149323,0.2838164635295859,0.17746159397550842,1.1602969628633422,0.8059142867396957,0.15760990723546414,-0.017882076201903473
149324,0.3096576580257806,0.24840205005242097,0.9699244830158511,1.9832497411281447,0.12207556990265556,-0.023483069386777154
